cpg_id,beta_value
cg00089214,0.85
cg00089224,0.06
cg00089314,0.82
cg00089353,0.01
cg00089372,0.01
cg00089384,0.85
cg00089453,0.53
cg00089464,0.16
cg00089486,0.05
cg00089528,0.44
cg00089550,0.51
cg00089695,0.92
cg00089719,0.15
cg00089798,0.06
cg00089814,0.83
cg00089821,0.3
cg00089823,0.08
cg00089864,0.85
cg00089915,0.15
cg00089945,0.6
cg00089966,0.76
cg00090091,0.9
cg00090103,1.0
cg00090261,0.18
cg00090265,0.94
cg00090282,0.85
cg00090309,0.63
cg00090431,0.74
cg00090619,0.11
cg00090648,0.01
cg00090674,0.91
cg00090731,0.04
cg00090737,0.66
cg00090764,0.88
cg00090767,0.08
cg00090782,0.42
cg00090787,0.82
cg00090800,0.01
cg00090813,0.93
cg00090865,0.03
cg00090936,0.1
cg00091004,0.93
cg00091044,0.08
cg00091060,0.32
cg00091146,0.92
cg00091162,0.02
cg00091285,0.02
cg00091302,0.57
cg00091483,0.09
cg00091589,0.97
cg00091596,0.07
cg00091633,0.63
cg00091693,0.79
cg00091742,0.99
cg00091760,0.72
cg00091794,0.45
cg00091953,0.06
cg00091960,0.91
cg00091964,0.07
cg00092273,0.12
cg00092309,0.34
cg00092389,0.03
cg00092400,0.23
cg00092518,0.02
cg00092551,0.92
cg00092565,0.98
cg00092711,0.88
cg00092992,0.7
cg00093058,0.09
cg00093080,0.96
cg00093149,0.93
cg00093177,0.91
cg00093436,0.95
cg00093542,0.37
cg00093544,0.22
cg00093688,0.9
cg00093695,0.89
cg00093815,0.09
cg00093890,0.04
cg00093971,0.81
cg00094006,0.96
cg00094036,0.06
cg00094063,0.52
cg00094155,0.06
cg00094244,0.91
cg00094256,0.01
cg00094303,0.84
cg00094359,0.19
cg00094412,0.6
cg00094487,0.93
cg00094518,0.09
cg00094585,0.91
cg00094595,0.14
cg00094734,0.82
cg00094739,0.1
cg00094744,0.53
cg00094751,0.95
cg00094817,0.93
cg00094851,0.12
cg00094858,0.07
cg00094898,0.18
cg00094901,0.01
cg00094913,0.09
cg00094943,0.92
cg00095018,0.55
cg00095027,0.01
cg00095099,0.91
cg00095165,0.43
cg00095214,0.78
cg00095259,0.43
cg00095276,0.88
cg00095326,0.47
cg00095333,0.93
cg00095431,0.91
cg00095463,0.06
cg00095493,0.15
cg00095523,0.4
cg00095526,0.75
cg00095608,0.02
cg00095629,0.78
cg00095674,0.06
cg00095677,0.52
cg00095678,0.18
cg00095688,0.75
cg00095772,0.87
cg00095846,0.94
cg00095859,0.48
cg00095870,0.92
cg00095930,0.48
cg00095976,0.11
cg00096039,0.96
cg00096065,0.94
cg00096307,0.9
cg00096328,0.11
cg00096418,0.92
cg00096419,0.94
cg00096440,0.08
cg00096536,0.21
cg00096603,0.94
cg00096742,0.91
cg00096806,0.97
cg00096810,0.42
cg00096845,0.06
cg00096922,0.24
cg00096979,0.95
cg00097020,0.98
cg00097038,0.91
cg00097081,0.06
cg00097088,0.93
cg00097144,0.96
cg00097225,0.08
cg00097228,0.01
cg00097357,0.33
cg00097432,0.93
cg00097450,0.73
cg00097536,0.14
cg00097550,0.92
cg00097573,0.03
cg00097619,0.92
cg00097626,0.01
cg00097639,0.9
cg00097794,0.18
cg00097800,0.96
cg00097940,0.03
cg00097968,0.79
cg00098029,0.54
cg00098063,0.05
cg00098070,0.94
cg00098112,0.01
cg00098144,0.19
cg00098162,0.9
cg00098175,0.91
cg00098239,0.04
cg00098280,0.09
cg00098286,0.93
cg00098297,0.96
cg00098304,0.1
cg00098673,0.05
cg00098693,0.09
cg00098718,0.07
cg00098750,0.96
cg00098814,0.06
cg00099017,0.88
cg00099023,0.04
cg00099091,0.05
cg00099094,0.76
cg00099240,0.67
cg00099295,0.45
cg00099383,0.95
cg00099393,0.15
cg00099441,0.11
cg00099519,0.84
cg00099602,0.94
cg00099766,0.21
cg00099768,0.08
cg00099835,0.09
cg00099869,0.18
cg00099976,0.13
cg00100114,0.88
cg00100399,0.18
cg00100440,0.83
cg00100538,0.93
cg00100703,0.92
cg00100800,0.12
cg00100804,0.89
cg00100948,0.69
cg00101104,0.93
cg00101115,0.01
cg00101118,0.06
cg00101154,0.59
cg00101260,0.35
cg00101287,0.86
cg00101350,0.94
cg00101436,0.93
cg00101453,0.01
cg00101457,0.64
cg00101555,0.93
cg00101602,0.94
cg00101629,0.89
cg00101693,0.08
cg00101715,0.27
cg00101728,0.48
cg00101895,0.12
cg00101932,0.05
cg00101940,0.77
cg00102023,0.08
cg00102093,0.94
cg00102166,0.18
cg00102183,0.93
cg00102439,0.94
cg00102512,0.94
cg00102685,0.95
cg00102726,0.95
cg00102731,0.87
cg00102920,0.07
cg00102955,0.17
cg00102996,0.08
cg00103132,0.04
cg00103209,0.94
cg00103299,0.7
cg00103329,0.8
cg00103398,0.87
cg00103448,0.97
cg00103568,0.8
cg00103685,0.14
cg00103778,0.35
cg00103783,0.04
cg00103806,0.87
cg00103908,0.93
cg00103961,0.8
cg00103984,0.02
cg00104072,0.85
cg00104131,0.02
cg00104167,0.53
cg00104348,0.91
cg00104570,0.01
cg00104608,0.78
cg00104845,0.04
cg00105025,0.12
cg00105102,0.89
cg00105253,0.15
cg00105306,0.6
cg00105400,0.87
cg00105470,0.01
cg00105475,0.94
cg00105628,0.23
cg00105640,0.52
cg00105753,0.96
cg00105852,0.86
cg00106073,0.03
cg00106074,0.01
cg00106093,0.99
cg00106164,0.08
cg00106211,0.07
cg00106250,0.1
cg00106420,0.07
cg00106432,0.95
cg00106499,0.01
cg00106501,0.1
cg00106591,0.81
cg00106609,0.82
cg00106685,0.06
cg00106744,0.17
cg00106767,0.95
cg00106923,0.92
cg00106925,0.84
cg00106989,0.04
cg00107016,0.01
cg00107046,0.57
cg00107106,0.88
cg00107187,0.22
cg00107241,0.64
cg00107488,0.14
cg00107490,0.82
cg00107577,0.87
cg00107579,0.8
cg00107603,0.04
cg00107606,0.16
cg00107629,0.09
cg00107630,0.27
cg00107631,0.89
cg00107632,0.1
cg00107682,0.13
cg00107772,0.24
cg00107782,0.2
cg00107890,0.9
cg00107914,0.99
cg00107970,0.34
cg00107982,0.02
cg00108038,0.93
cg00108098,0.74
cg00108108,0.95
cg00108164,0.01
cg00108222,0.01
cg00108277,0.01
cg00108349,0.8
cg00108351,0.1
cg00108454,0.55
cg00108569,0.04
cg00108694,0.97
cg00108715,0.7
cg00108873,0.75
cg00108894,0.92
cg00108944,0.21
cg00108992,0.9
cg00109062,0.91
cg00109131,0.89
cg00109164,0.89
cg00109293,0.8
cg00109344,0.46
cg00109356,0.08
cg00109465,0.08
cg00109503,0.03
cg00109551,0.92
cg00109703,0.2
cg00109764,0.54
cg00109780,0.15
cg00109923,0.92
cg00110039,0.93
cg00110041,0.73
cg00110171,0.85
cg00110277,0.93
cg00110578,0.1
cg00110623,0.1
cg00110654,0.09
cg00110688,0.11
cg00110724,0.98
cg00110769,0.91
cg00110785,0.42
cg00110790,0.92
cg00110832,0.91
cg00110846,0.95
cg00110917,0.84
cg00110982,0.01
cg00111102,0.85
cg00111333,0.96
cg00111335,0.99
cg00111359,0.08
cg00111436,0.06
cg00111503,0.94
cg00111613,0.85
cg00111629,0.73
cg00111677,0.92
cg00111778,0.86
cg00111823,0.95
cg00111826,0.77
cg00111893,0.01
cg00111948,0.09
cg00111977,0.89
cg00111978,0.92
cg00112056,0.03
cg00112187,0.73
cg00112238,0.38
cg00112251,0.05
cg00112260,0.79
cg00112309,0.95
cg00112341,0.6
cg00112367,0.95
cg00112465,0.28
cg00112493,0.55
cg00112517,0.23
cg00112588,0.76
cg00112685,0.29
cg00112798,0.88
cg00113050,0.04
cg00113096,0.32
cg00113194,0.86
cg00113315,0.79
cg00113321,0.84
cg00113369,0.79
cg00113554,0.06
cg00113675,0.34
cg00113712,0.89
cg00113951,0.12
cg00114008,0.06
cg00114012,0.8
cg00114084,0.03
cg00114132,0.9
cg00114159,0.94
cg00114312,0.9
cg00114346,0.84
cg00114383,0.1
cg00114478,0.29
cg00114710,0.96
cg00114784,0.72
cg00114944,0.05
cg00114963,0.11
cg00114966,0.59
cg00115040,0.07
cg00115101,0.01
cg00115149,0.94
cg00115178,0.05
cg00115194,0.84
cg00115288,0.22
cg00115297,0.92
cg00115313,0.03
cg00115458,0.47
cg00115567,0.89
cg00115629,0.03
cg00115639,0.6
cg00115654,0.34
cg00115747,0.75
cg00115864,0.94
cg00115954,0.5
cg00115980,0.11
cg00115984,0.06
cg00116058,0.01
cg00116092,0.16
cg00116234,0.09
cg00116305,0.93
cg00116315,0.53
cg00116412,0.02
cg00116418,0.92
cg00116430,0.58
cg00116463,0.02
cg00116628,0.07
cg00116658,0.87
cg00116688,0.07
cg00116699,0.56
cg00116838,0.12
cg00117005,0.97
cg00117012,0.92
cg00117172,0.05
cg00117237,0.95
cg00117335,0.89
cg00117599,0.5
cg00117600,0.07
cg00117869,0.97
cg00117913,0.08
cg00117914,0.96
cg00118103,0.05
cg00118158,0.94
cg00118199,0.92
cg00118229,0.8
cg00118317,0.15
cg00118342,0.09
cg00118365,0.54
cg00118442,0.11
cg00118507,0.9
cg00118542,0.92
cg00118684,0.01
cg00118712,0.99
cg00118783,0.96
cg00118808,0.4
cg00118978,0.46
cg00118989,0.54
cg00119011,0.01
cg00119053,0.89
cg00119057,0.06
cg00119073,0.4
cg00119079,0.09
cg00119117,0.15
cg00119181,0.02
cg00119186,0.93
cg00119197,0.01
cg00119279,0.19
cg00119314,0.84
cg00119364,0.92
cg00119387,0.93
cg00119687,0.8
cg00119755,0.92
cg00119778,0.18
cg00119811,0.15
cg00119896,0.14
cg00119986,0.24
cg00120096,0.01
cg00120147,0.88
cg00120210,0.01
cg00120254,0.93
cg00120286,0.97
cg00120332,0.94
cg00120416,0.9
cg00120464,0.93
cg00120505,0.91
cg00120783,0.94
cg00120810,0.82
cg00120948,0.15
cg00120998,0.04
cg00121045,0.44
cg00121135,0.49
cg00121147,0.07
cg00121158,0.07
cg00121209,0.14
cg00121374,0.84
cg00121465,0.92
cg00121551,0.91
cg00121562,0.11
cg00121640,0.08
cg00121843,0.13
cg00121876,0.3
cg00121884,0.88
cg00122215,0.06
cg00122254,0.05
cg00122310,0.06
cg00122347,0.71
cg00122362,0.15
cg00122406,0.31
cg00122628,0.89
cg00122659,0.8
cg00122765,0.81
cg00122779,0.63
cg00122840,0.02
cg00122851,0.93
cg00122854,0.65
cg00122944,0.86
cg00123017,0.94
cg00123035,0.12
cg00123094,0.1
cg00123104,0.3
cg00123181,0.9
cg00123317,0.95
cg00123478,0.55
cg00123486,0.06
cg00123512,0.11
cg00123762,0.04
cg00123800,0.03
cg00123906,0.82
cg00124004,0.48
cg00124009,0.9
cg00124011,0.04
cg00124095,0.53
cg00124160,0.02
cg00124213,0.93
cg00124375,0.12
cg00124488,0.33
cg00124695,0.02
cg00124774,0.05
cg00124905,0.06
cg00124920,0.87
cg00124993,0.53
cg00125159,0.03
cg00125306,0.05
cg00125406,0.04
cg00125414,0.1
cg00125455,0.84
cg00125544,0.89
cg00125601,0.92
cg00125757,0.16
cg00126034,0.07
cg00126148,0.29
cg00126173,0.87
cg00126210,0.07
cg00126261,0.25
cg00126320,0.08
cg00126536,0.94
cg00126739,0.07
cg00126889,0.95
cg00126948,0.07
cg00126959,0.02
cg00127047,0.07
cg00127150,0.8
cg00127167,0.13
cg00127198,0.96
cg00127214,0.15
cg00127353,0.94
cg00127408,0.76
cg00127424,0.01
cg00127505,0.03
cg00127545,0.01
cg00127591,0.11
cg00127732,0.08
cg00127781,0.8
cg00127894,0.04
cg00128054,0.94
cg00128100,0.93
cg00128188,0.07
cg00128195,0.06
cg00128386,0.91
cg00128425,0.96
cg00128482,0.66
cg00128530,0.08
cg00128560,0.96
cg00128601,0.09
cg00128654,0.1
cg00128695,0.71
cg00128702,0.11
cg00128718,0.87
cg00128732,0.08
cg00128805,0.05
cg00128812,0.88
cg00128877,0.16
cg00128951,0.9
cg00129132,0.13
cg00129196,0.15
cg00129232,0.99
cg00129269,0.03
cg00129273,0.33
cg00129481,0.03
cg00129563,0.1
cg00129651,0.01
cg00129731,0.09
cg00129774,0.07
cg00129785,0.87
cg00129811,0.47
cg00129827,0.27
cg00129981,0.94
cg00130039,0.09
cg00130165,0.19
cg00130275,0.13
cg00130342,0.46
cg00130393,0.85
cg00130530,0.7
cg00130693,0.61
cg00130707,0.79
cg00130710,0.83
cg00130778,0.8
cg00130799,0.93
cg00130817,0.96
cg00130819,0.91
cg00130866,0.89
cg00131244,0.82
cg00131261,0.94
cg00131372,0.03
cg00131407,0.63
cg00131423,0.83
cg00131557,0.95
cg00131618,0.03
cg00131691,0.9
cg00131758,0.87
cg00131870,0.06
cg00131893,0.69
cg00131899,0.04
cg00131958,0.06
cg00132008,0.95
cg00132135,0.93
cg00132141,0.86
cg00132149,0.89
cg00132255,0.32
cg00132584,0.12
cg00132616,0.03
cg00132716,0.9
cg00132769,0.94
cg00132782,0.93
cg00132888,0.89
cg00133204,0.96
cg00133476,0.62
cg00133595,0.02
cg00133624,0.37
cg00133698,0.03
cg00133811,0.74
cg00133857,0.96
cg00133909,0.11
cg00134028,0.05
cg00134210,0.1
cg00134295,0.3
cg00134415,0.64
cg00134539,0.59
cg00134563,0.95
cg00134602,0.53
cg00134645,0.15
cg00134728,0.92
cg00134776,0.03
cg00134787,0.89
cg00134812,0.04
cg00134843,0.05
cg00134934,0.89
cg00135038,0.89
cg00135056,0.19
cg00135293,0.44
cg00135371,0.81
cg00135416,0.89
cg00135433,0.84
cg00135497,0.86
cg00135815,0.03
cg00135870,0.1
cg00135874,0.84
cg00135888,0.39
cg00136077,0.89
cg00136105,0.04
cg00136192,0.01
cg00136279,0.99
cg00136400,0.92
cg00136405,0.78
cg00136477,0.57
cg00136547,0.9
cg00136643,0.06
cg00136736,0.07
cg00136852,0.95
cg00136947,0.14
cg00136968,0.86
cg00137016,0.43
cg00137156,0.01
cg00137209,0.06
cg00137234,0.76
cg00137385,0.93
cg00137585,0.04
cg00137696,0.89
cg00137750,0.96
cg00137828,0.02
cg00137839,0.91
cg00137855,0.94
cg00137918,0.9
cg00138041,0.61
cg00138101,0.39
cg00138126,0.63
cg00138267,0.03
cg00138325,0.93
cg00138407,0.67
cg00138474,0.05
cg00138497,0.17
cg00138525,0.09
cg00138641,0.11
cg00138712,0.02
cg00138766,0.94
cg00138777,0.79
cg00139056,0.94
cg00139092,0.9
cg00139242,0.9
cg00139244,0.06
cg00139389,0.99
cg00139455,0.92
cg00139517,0.92
cg00139681,0.49
cg00139726,0.9
cg00139807,0.02
cg00139947,0.79
cg00140112,0.78
cg00140191,0.03
cg00140235,0.1
cg00140335,0.95
cg00140361,0.95
cg00140403,0.03
cg00140447,0.19
cg00140479,0.07
cg00140494,0.92
cg00140501,0.03
cg00140502,0.01
cg00140786,0.94
cg00140813,0.07
cg00140842,0.01
cg00140889,0.87
cg00140910,0.07
cg00141153,0.93
cg00141162,0.05
cg00141174,0.12
cg00141260,0.98
cg00141447,0.91
cg00141548,0.12
cg00141688,0.83
cg00141925,0.9
cg00142036,0.8
cg00142239,0.91
cg00142257,0.46
cg00142266,0.04
cg00142378,0.88
cg00142402,0.22
cg00142482,0.62
cg00142624,0.04
cg00142642,0.56
cg00142670,0.66
cg00142735,0.09
cg00142759,0.01
cg00142815,0.89
cg00142834,0.95
cg00142933,0.9
cg00143045,0.03
cg00143220,0.09
cg00143249,0.16
cg00143362,0.9
cg00143364,0.83
cg00143376,0.5
cg00143527,0.06
cg00143606,0.95
cg00143623,0.06
cg00143643,0.18
cg00143700,0.11
cg00143809,0.95
cg00143868,0.03
cg00143998,0.06
cg00144022,0.91
cg00144161,0.1
cg00144186,0.14
cg00144335,0.56
cg00144414,0.96
cg00144425,0.98
cg00144465,0.01
cg00144550,0.18
cg00144673,0.8
cg00144725,0.97
cg00145079,0.56
cg00145103,0.35
cg00145141,0.93
cg00145177,0.01
cg00145253,0.32
cg00145352,0.96
cg00145438,0.94
cg00145489,0.01
cg00145587,0.02
cg00145672,0.95
cg00145683,0.94
cg00145732,0.62
cg00145838,0.99
cg00145849,0.11
cg00145875,0.79
cg00145904,0.84
cg00145911,0.89
cg00145915,0.91
cg00145955,0.44
cg00145961,0.92
cg00145979,0.11
cg00146004,0.32
cg00146027,0.5
cg00146085,0.96
cg00146096,0.01
cg00146240,0.89
cg00146249,0.99
cg00146334,0.94
cg00146437,0.83
cg00146565,0.89
cg00146645,0.13
cg00146655,0.89
cg00146676,0.3
cg00146695,0.1
cg00146755,0.89
cg00146805,0.93
cg00146837,0.08
cg00146864,0.53
cg00146919,0.02
cg00147009,0.08
cg00147095,0.93
cg00147172,0.58
cg00147216,0.98
cg00147244,0.31
cg00147286,0.94
cg00147307,0.88
cg00147339,0.01
cg00147509,0.72
cg00147627,0.93
cg00147638,0.79
cg00147788,0.1
cg00147849,0.9
cg00147850,0.88
cg00147863,0.81
cg00147943,0.93
cg00147976,0.13
cg00148025,0.92
cg00148114,0.17
cg00148127,0.79
cg00148223,0.7
cg00148286,0.9
cg00148325,0.82
cg00148355,0.92
cg00148513,0.95
cg00148522,0.94
cg00148666,0.02
cg00148825,0.23
cg00148862,0.8
cg00148881,0.01
cg00148892,0.93
cg00148926,0.88
cg00149213,0.07
cg00149397,0.01
cg00149455,0.6
cg00149492,0.92
cg00149659,0.06
cg00149679,0.78
cg00149684,0.97
cg00149708,0.84
cg00149716,0.42
cg00149734,0.91
cg00149947,0.04
cg00149976,0.09
cg00150025,0.97
cg00150080,0.63
cg00150128,0.92
cg00150231,0.86
cg00150245,0.93
cg00150500,0.01
cg00150560,0.94
cg00150737,0.01
cg00150774,0.91
cg00150785,0.83
cg00150882,0.18
cg00150989,1.0
cg00151048,0.85
cg00151250,0.63
cg00151251,0.05
cg00151271,0.72
cg00151370,0.29
cg00151525,0.11
cg00151565,0.92
cg00151571,0.03
cg00151607,0.01
cg00151676,0.98
cg00151728,0.89
cg00151788,0.01
cg00151906,0.98
cg00151914,0.14
cg00151922,0.16
cg00152008,0.07
cg00152041,0.25
cg00152047,0.86
cg00152117,0.72
cg00152126,0.95
cg00152175,0.05
cg00152259,0.36
cg00152322,0.18
cg00152340,0.88
cg00152411,0.97
cg00152543,0.86
cg00152611,0.89
cg00152637,0.13
cg00152646,0.98
cg00152768,0.06
cg00152799,0.41
cg00152838,0.12
cg00152878,0.9
cg00152942,0.68
cg00152946,0.25
cg00152948,0.83
cg00153041,0.37
cg00153082,0.93
cg00153101,0.33
cg00153106,0.15
cg00153110,0.02
cg00153306,0.48
cg00153368,0.94
cg00153395,0.54
cg00153448,0.79
cg00153543,0.82
cg00153622,0.72
cg00153707,0.86
cg00153856,0.01
cg00153919,0.43
cg00153934,0.05
cg00154064,0.01
cg00154119,0.47
cg00154189,0.02
cg00154333,0.04
cg00154357,0.33
cg00154443,0.04
cg00154455,0.87
cg00154549,0.01
cg00154554,0.91
cg00154727,0.85
cg00154846,0.67
cg00154957,0.91
cg00154968,0.01
cg00154982,0.01
cg00154986,0.65
cg00155052,0.09
cg00155167,0.08
cg00155310,0.3
cg00155314,0.14
cg00155345,0.93
cg00155397,0.09
cg00155423,0.03
cg00155429,0.01
cg00155447,0.89
cg00155485,0.01
cg00155504,0.11
cg00155514,0.06
cg00155526,0.04
cg00155535,0.16
cg00155593,0.01
cg00155609,0.1
cg00155619,0.52
cg00155622,0.11
cg00155679,0.84
cg00155732,0.57
cg00155846,0.85
cg00155879,0.43
cg00155882,0.52
cg00156072,0.22
cg00156118,0.71
cg00156194,0.93
cg00156216,0.01
cg00156230,0.93
cg00156336,0.05
cg00156403,0.92
cg00156427,0.46
cg00156506,0.9
cg00156551,0.79
cg00156669,0.92
cg00156744,0.09
cg00156964,0.12
cg00156991,0.9
cg00156995,0.61
cg00157012,0.25
cg00157043,0.29
cg00157109,0.63
cg00157179,0.66
cg00157223,0.89
cg00157228,0.83
cg00157319,0.77
cg00157359,0.56
cg00157439,0.76
cg00157456,0.01
cg00157562,0.95
cg00157572,0.23
cg00157638,0.22
cg00157755,0.1
cg00157796,0.03
cg00157855,0.01
cg00157864,0.92
cg00157935,0.88
cg00157962,0.51
cg00157987,0.13
cg00158122,0.39
cg00158227,0.38
cg00158308,0.14
cg00158333,0.14
cg00158434,0.94
cg00158442,0.89
cg00158528,0.16
cg00158530,0.54
cg00158539,0.44
cg00158683,0.04
cg00158770,0.53
cg00158789,0.16
cg00159100,0.09
cg00159159,0.97
cg00159212,0.08
cg00159243,0.4
cg00159289,0.76
cg00159379,0.95
cg00159400,0.05
cg00159442,0.07
cg00159503,0.88
cg00159614,0.89
cg00159682,0.86
cg00159764,0.81
cg00159799,0.84
cg00159908,0.92
cg00159953,0.93
cg00159987,0.93
cg00160027,0.86
cg00160066,0.93
cg00160183,0.06
cg00160262,0.91
cg00160301,0.93
cg00160302,0.92
cg00160359,0.89
cg00160368,0.13
cg00160388,0.11
cg00160440,0.92
cg00160505,0.11
cg00160522,0.99
cg00160583,0.87
cg00160619,0.21
cg00160667,0.56
cg00160818,0.09
cg00160828,0.91
cg00160886,0.92
cg00160902,0.65
cg00160914,0.33
cg00161024,0.06
cg00161124,0.26
cg00161229,0.03
cg00161247,0.73
cg00161345,0.92
cg00161459,0.95
cg00161556,0.57
cg00161683,0.78
cg00161791,0.45
cg00161878,0.97
cg00161931,0.01
cg00161955,0.93
cg00161968,0.28
cg00161970,0.05
cg00162001,0.9
cg00162064,0.29
cg00162104,0.93
cg00162206,0.01
cg00162231,0.12
cg00162344,0.41
cg00162348,0.05
cg00162401,0.08
cg00162541,0.03
cg00162611,0.88
cg00162643,0.04
cg00162751,0.08
cg00162806,0.89
cg00162859,0.89
cg00162940,0.04
cg00162969,0.23
cg00163006,0.88
cg00163018,0.88
cg00163037,0.14
cg00163089,0.89
cg00163217,0.89
cg00163365,0.19
cg00163372,0.75
cg00163419,0.05
cg00163459,0.78
cg00163462,0.95
cg00163481,0.15
cg00163510,0.93
cg00163541,0.88
cg00163546,0.77
cg00163674,0.87
cg00163702,0.65
cg00163727,0.85
cg00163859,0.88
cg00164150,0.07
cg00164189,0.55
cg00164196,0.12
cg00164235,0.04
cg00164282,0.07
cg00164301,0.93
cg00164458,0.9
cg00164542,0.06
cg00164546,0.88
cg00164583,0.97
cg00164678,0.79
cg00164716,0.05
cg00164894,0.82
cg00164898,0.06
cg00164906,0.96
cg00164941,0.6
cg00164949,0.02
cg00164997,0.1
cg00165011,0.03
cg00165078,0.87
cg00165323,0.15
cg00165360,0.87
cg00165394,0.61
cg00165535,0.09
cg00165631,0.21
cg00165862,0.18
cg00165981,0.13
cg00165994,0.71
cg00166216,0.16
cg00166275,0.95
cg00166327,0.08
cg00166352,0.93
cg00166372,0.45
cg00166696,0.94
cg00166706,0.01
cg00166722,0.96
cg00166741,0.09
cg00166836,0.94
cg00166868,0.94
cg00166915,0.85
cg00167158,0.97
cg00167259,0.94
cg00167491,0.11
cg00167504,0.08
cg00167539,0.01
cg00167654,0.02
cg00167670,0.76
cg00167684,0.99
cg00167763,0.89
cg00167783,0.9
cg00167820,0.97
cg00167916,0.89
cg00167941,0.07
cg00167958,0.76
cg00168009,0.01
cg00168032,0.95
cg00168082,0.08
cg00168118,0.83
cg00168191,0.95
cg00168205,0.04
cg00168240,0.87
cg00168439,0.91
cg00168514,0.02
cg00168693,0.93
cg00168694,0.42
cg00168785,0.29
cg00168835,0.09
cg00168942,0.63
cg00169019,0.89
cg00169122,0.7
cg00169167,0.41
cg00169175,0.06
cg00169184,0.85
cg00169305,0.03
cg00169354,0.46
cg00169373,0.1
cg00169412,0.12
cg00169419,0.3
cg00169617,0.09
cg00169633,0.02
cg00169677,0.87
cg00169725,0.19
cg00169737,0.9
cg00169782,0.82
cg00169897,0.08
cg00169917,0.01
cg00169964,0.62
cg00170003,0.11
cg00170056,0.1
cg00170188,0.15
cg00170242,0.75
cg00170295,0.7
cg00170421,0.93
cg00170438,0.56
cg00170459,0.72
cg00170487,0.77
cg00170564,0.16
cg00170714,0.82
cg00170796,0.13
cg00170931,0.9
cg00170973,0.06
cg00171084,0.07
cg00171092,0.79
cg00171113,0.87
cg00171126,0.07
cg00171161,0.1
cg00171166,0.99
cg00171203,0.11
cg00171290,0.99
cg00171436,0.1
cg00171725,0.06
cg00171729,0.92
cg00171947,0.88
cg00171983,0.06
cg00172020,0.1
cg00172074,0.93
cg00172227,0.7
cg00172270,0.01
cg00172330,0.02
cg00172376,0.23
cg00172408,0.01
cg00172597,0.04
cg00172603,0.08
cg00172672,0.25
cg00172696,0.93
cg00172803,0.69
cg00172812,0.5
cg00172849,0.45
cg00172872,0.93
cg00173010,0.01
cg00173063,0.82
cg00173098,0.93
cg00173141,0.01
cg00173405,0.02
cg00173538,0.86
cg00173659,0.17
cg00173785,0.13
cg00173787,0.02
cg00173799,0.88
cg00173804,0.93
cg00173854,0.08
cg00173906,0.91
cg00174093,0.92
cg00174096,0.07
cg00174179,0.51
cg00174230,0.02
cg00174279,0.55
cg00174421,0.08
cg00174428,0.27
cg00174466,0.03
cg00174500,0.81
cg00174508,0.87
cg00174573,0.16
cg00174654,0.92
cg00174718,0.67
cg00174743,0.94
cg00174845,0.91
cg00174851,0.52
cg00174901,0.42
cg00174992,0.72
cg00175066,0.93
cg00175150,0.86
cg00175153,0.77
cg00175403,0.56
cg00175441,0.91
cg00175487,0.79
cg00175573,0.1
cg00175579,0.89
cg00175702,0.78
cg00175734,0.95
cg00175735,0.95
cg00175823,0.4
cg00175838,0.58
cg00175844,0.88
cg00175859,0.03
cg00175895,0.96
cg00175901,0.04
cg00175980,0.01
cg00175987,0.96
cg00176111,0.9
cg00176210,0.38
cg00176309,0.76
cg00176496,0.16
cg00176584,0.82
cg00176709,0.16
cg00176740,0.94
cg00176835,0.93
cg00176863,0.24
cg00176876,0.95
cg00176879,0.89
cg00176888,0.03
cg00177013,0.14
cg00177127,0.77
cg00177142,0.82
cg00177203,0.91
cg00177237,0.84
cg00177239,0.49
cg00177243,0.23
cg00177388,0.22
cg00177390,0.02
cg00177431,0.9
cg00177451,0.1
cg00177468,0.9
cg00177496,0.07
cg00177698,0.06
cg00177797,0.17
cg00177875,0.78
cg00177923,0.07
cg00178030,0.92
cg00178119,0.33
cg00178122,0.94
cg00178149,0.06
cg00178249,0.26
cg00178356,0.04
cg00178429,0.12
cg00178437,0.07
cg00178506,0.89
cg00178511,0.05
cg00178551,0.69
cg00178562,0.89
cg00178635,0.9
cg00178661,0.95
cg00178728,0.91
cg00178790,0.09
cg00178850,0.33
cg00178864,0.47
cg00178877,0.9
cg00178897,0.11
cg00178928,0.63
cg00178984,0.89
cg00179026,0.76
cg00179070,0.26
cg00179196,0.96
cg00179328,0.01
cg00179374,0.59
cg00179423,0.07
cg00179532,0.99
cg00179576,0.8
cg00179787,0.08
cg00179795,0.82
cg00179921,0.75
cg00179940,0.7
cg00180012,0.08
cg00180097,0.9
cg00180225,0.93
cg00180277,0.07
cg00180447,0.59
cg00180470,0.99
cg00180666,0.87
cg00180684,0.96
cg00180762,0.24
cg00180806,0.86
cg00180930,0.9
cg00181054,0.06
cg00181061,0.9
cg00181125,0.17
cg00181327,0.87
cg00181419,0.89
cg00181432,0.44
cg00181439,0.39
cg00181669,0.89
cg00181834,0.29
cg00181889,0.96
cg00181968,0.12
cg00182053,0.94
cg00182202,0.89
cg00182256,0.91
cg00182273,0.78
cg00182294,0.02
cg00182416,0.94
cg00182421,0.79
cg00182534,0.1
cg00182593,0.12
cg00182639,0.27
cg00182758,0.07
cg00182893,0.66
cg00182937,0.89
cg00182994,0.79
cg00183100,0.93
cg00183107,0.11
cg00183173,0.93
cg00183186,0.23
cg00183355,0.01
cg00183415,0.98
